question,answer,latency,timestamp,context_found,source_documents,mode,error
「ノート」は何ごみですか？,"古紙
古紙回収ボックスへ",0.9704551696777344,2025-09-04T10:37:55.887151,True,5,blocking,
「トースター（ポップアップ式で全体金属）」はどう出しますか？,"小物金属
備考：小物金属回収ボックスへ。オーブントースターは粗大ごみ",1.5401833057403564,2025-09-04T10:37:57.629733,True,5,blocking,
「座卓」は粗大ごみですか？,"粗大ごみ
事前申込制",0.9723408222198486,2025-09-04T10:37:58.804458,True,5,blocking,
「針（裁縫用など）」はどう出しますか？,"家庭ごみ
新聞紙などに包んで",0.7483928203582764,2025-09-04T10:37:59.755181,True,1,blocking,
「飯ごう」は何ごみですか？,"粗大ごみ
事前申込制",1.1720945835113525,2025-09-04T10:38:01.129607,True,5,blocking,
「画びょう」はどの区分で出しますか？,"小物金属
備考：小物金属 回収ボックスへ透明のビニール袋に入れて",1.2998676300048828,2025-09-04T10:38:02.631883,True,5,blocking,
「コート掛け」は粗大ごみですか？,家庭ごみ,0.9943594932556152,2025-09-04T10:38:03.828717,True,5,blocking,
「カメラのケース」は何ごみですか？,"プラスチック
申し訳ございませんが、該当する情報がありません。北九州市のホームページでご確認いただくか、お住まいの区役所にお問い合わせください。",1.9955267906188965,2025-09-04T10:38:06.026568,True,5,blocking,
「包丁」はどう出しますか？,"家庭ごみ
新聞紙などに包んで",0.749617338180542,2025-09-04T10:38:06.978604,True,2,blocking,
「つっぱり棒」は何ごみですか？,"家庭ごみ
備考: nan",1.1114585399627686,2025-09-04T10:38:08.292494,True,5,blocking,
「アンテナ（テレビ用以外）」はサイズで分別が変わりますか？,"家庭ごみ
指定袋に入らない大きさのものは粗大ごみ",0.9084806442260742,2025-09-04T10:38:09.403376,True,1,blocking,
「ペットボトル」は何ごみですか？,"ペットボトル
申し訳ございませんが、該当する情報がありません。北九州市のホームページでご確認いただくか、お住まいの区役所にお問い合わせください。",1.574634313583374,2025-09-04T10:38:11.180405,True,1,blocking,
「食用油の容器（プラ製）」はどう出しますか？,"プラスチック
中身を使い切って",0.7744600772857666,2025-09-04T10:38:12.157338,True,1,blocking,
「卓上IHコンロ」はどの区分ですか？,"小型電子機器
小型電子機器回収ボックスへ",0.880847692489624,2025-09-04T10:38:13.240635,True,1,blocking,
「古着」はどう出しますか？,古着回収ボックスへ,0.6857166290283203,2025-09-04T10:38:14.128718,True,1,blocking,
「ブランコ」は粗大ごみですか？,"粗大ごみ
事前申込制",0.9726927280426025,2025-09-04T10:38:15.303798,True,5,blocking,
道路上などで「動物の死体」を見つけた場合の連絡先は？,"動物の死体（道路上で発見したものなど）

出し方：動物死体収集受付ダイヤル（電話0120-587-041）にご連絡ください。

備考：nan",1.6490211486816406,2025-09-04T10:38:17.155246,True,3,blocking,
「一斗缶」は何ごみで注意点は？,"出し方：家庭ごみ
備考：中身を使い切って",0.9188494682312012,2025-09-04T10:38:18.276572,True,4,blocking,
「透析バッグ（点滴バッグ・チューブ・カテーテル）」はどう出しますか？,"家庭ごみ
備考：内容物を出し切って新聞紙などに包んで。（注）注射針、血液のついているものは、かかりつけの病院に引き取りを依頼",1.99587082862854,2025-09-04T10:38:20.474806,True,5,blocking,
「卓球台」は粗大ごみですか？,"出し方：粗大ごみ
備考：事前申込制",1.1057953834533691,2025-09-04T10:38:21.783020,True,5,blocking,
「オイル類（食用を除く）」は市で収集しますか？,"出し方：市が収集しないもの
備考：専門の処理業者に依頼",1.5284979343414307,2025-09-04T10:38:23.513971,True,5,blocking,
「筆箱」は材質で分別が変わりますか？,"出し方：家庭ごみ
備考：金属製のものは小物金属回収ボックスへ。プラスチックだけでできており、1辺の長さが50センチ未満のもので指定袋に入る大きさのものは、プラスチック",1.9353148937225342,2025-09-04T10:38:25.651732,True,2,blocking,
「ビデオカメラ」は何ごみですか？,"粗大ごみ
事前申し込み制",1.1754987239837646,2025-09-04T10:38:27.029703,True,5,blocking,
「かん（ペットフードかん）」はどう出しますか？,"かん・びん
油と汚れをよく落として",0.8627829551696777,2025-09-04T10:38:28.094862,True,1,blocking,
「編み針」は材質で分別が変わりますか？,"出し方：家庭ごみ
備考：金属製のものは小物金属回収ボックスへ。プラスチックだけでできており、1辺の長さが50センチ未満のもので指定袋に入る大きさのものは、プラスチック",1.9386026859283447,2025-09-04T10:38:30.235864,True,2,blocking,
